student_id,datetime,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
S0714,2026-01-28 08:11:53,male,group D,master's degree,standard,none,81,81,84
S0715,2026-01-28 08:11:54,female,group B,some high school,standard,completed,60,70,74
S0716,2026-01-28 08:11:55,female,group B,associate's degree,free/reduced,completed,76,94,87
S0717,2026-01-28 08:11:56,male,group C,associate's degree,standard,completed,73,78,72
S0718,2026-01-28 08:11:57,female,group C,associate's degree,standard,completed,96,96,99
S0719,2026-01-28 08:11:58,female,group C,high school,standard,none,76,76,74
S0720,2026-01-28 08:11:59,male,group E,associate's degree,free/reduced,completed,91,73,80
S0721,2026-01-28 08:12:00,female,group C,some college,free/reduced,none,62,72,70
S0722,2026-01-28 08:12:01,male,group D,some high school,free/reduced,completed,55,59,59
S0723,2026-01-28 08:12:02,female,group B,some high school,free/reduced,completed,74,90,88
S0724,2026-01-28 08:12:03,male,group C,high school,standard,none,50,48,42
S0725,2026-01-28 08:12:04,male,group B,some college,standard,none,47,43,41
S0726,2026-01-28 08:12:05,male,group E,some college,standard,completed,81,74,71
S0727,2026-01-28 08:12:06,female,group E,associate's degree,standard,completed,65,75,77
S0728,2026-01-28 08:12:07,male,group E,some high school,standard,completed,68,51,57
S0729,2026-01-28 08:12:08,female,group D,high school,free/reduced,none,73,92,84
S0730,2026-01-28 08:12:09,male,group C,some college,standard,none,53,39,37
S0731,2026-01-28 08:12:10,female,group B,associate's degree,free/reduced,completed,68,77,80
S0732,2026-01-28 08:12:11,male,group A,some high school,free/reduced,none,55,46,43
S0733,2026-01-28 08:12:12,female,group C,some college,standard,completed,87,89,94
S0734,2026-01-28 08:12:13,male,group D,some high school,standard,none,55,47,44
S0735,2026-01-28 08:12:14,female,group E,some college,free/reduced,none,53,58,57
S0736,2026-01-28 08:12:15,male,group C,master's degree,standard,none,67,57,59
S0737,2026-01-28 08:12:16,male,group C,associate's degree,standard,none,92,79,84
S0738,2026-01-28 08:12:17,female,group B,some college,free/reduced,completed,53,66,73
S0739,2026-01-28 08:12:18,male,group D,associate's degree,standard,none,81,71,73
S0740,2026-01-28 08:12:19,male,group C,high school,free/reduced,none,61,60,55
S0741,2026-01-28 08:12:20,male,group D,bachelor's degree,standard,none,80,73,72
S0742,2026-01-28 08:12:21,female,group A,associate's degree,free/reduced,none,37,57,56
S0743,2026-01-28 08:12:22,female,group C,high school,standard,none,81,84,82
S0744,2026-01-28 08:12:23,female,group C,associate's degree,standard,completed,59,73,72
S0745,2026-01-28 08:12:24,male,group B,some college,free/reduced,none,55,55,47
S0746,2026-01-28 08:12:25,male,group D,associate's degree,standard,none,72,79,74
S0747,2026-01-28 08:12:26,male,group D,high school,standard,none,69,75,71
S0748,2026-01-28 08:12:27,male,group C,some college,standard,none,69,64,68
S0749,2026-01-28 08:12:28,female,group C,bachelor's degree,free/reduced,none,50,60,59
S0750,2026-01-28 08:12:29,male,group B,some college,standard,completed,87,84,86
S0751,2026-01-28 08:12:30,male,group D,some high school,standard,completed,71,69,68
S0752,2026-01-28 08:12:31,male,group E,some college,standard,none,68,72,65
S0753,2026-01-28 08:12:32,male,group C,master's degree,free/reduced,completed,79,77,75
S0754,2026-01-28 08:12:33,female,group C,some high school,standard,completed,77,90,85
S0755,2026-01-28 08:12:34,male,group C,associate's degree,free/reduced,none,58,55,53
S0756,2026-01-28 08:12:35,female,group E,associate's degree,standard,none,84,95,92
S0757,2026-01-28 08:12:36,male,group D,some college,standard,none,55,58,52
S0758,2026-01-28 08:12:37,male,group E,bachelor's degree,free/reduced,completed,70,68,72
S0759,2026-01-28 08:12:38,female,group D,some college,free/reduced,completed,52,59,65
S0760,2026-01-28 08:12:39,male,group B,some college,standard,completed,69,77,77
S0761,2026-01-28 08:12:40,female,group C,high school,free/reduced,none,53,72,64
S0762,2026-01-28 08:12:41,female,group D,some high school,standard,none,48,58,54
S0763,2026-01-28 08:12:42,male,group D,some high school,standard,completed,78,81,86
S0764,2026-01-28 08:12:43,female,group B,high school,standard,none,62,62,63
S0765,2026-01-28 08:12:44,male,group D,some college,standard,none,60,63,59
S0766,2026-01-28 08:12:45,female,group B,high school,standard,none,74,72,72
S0767,2026-01-28 08:12:46,female,group C,high school,standard,completed,58,75,77
S0768,2026-01-28 08:12:47,male,group B,high school,standard,completed,76,62,60
S0769,2026-01-28 08:12:48,female,group D,some high school,standard,none,68,71,75
S0770,2026-01-28 08:12:49,male,group A,some college,free/reduced,none,58,60,57
S0771,2026-01-28 08:12:50,male,group B,high school,standard,none,52,48,49
S0772,2026-01-28 08:12:51,male,group D,bachelor's degree,standard,none,75,73,74
S0773,2026-01-28 08:12:52,female,group B,some high school,free/reduced,completed,52,67,72
S0774,2026-01-28 08:12:53,female,group C,bachelor's degree,free/reduced,none,62,78,79
S0775,2026-01-28 08:12:54,male,group B,some college,standard,none,66,65,60
S0776,2026-01-28 08:12:55,female,group B,some high school,free/reduced,none,49,58,55
S0777,2026-01-28 08:12:56,female,group B,high school,standard,none,66,72,70
S0778,2026-01-28 08:12:57,female,group C,some college,free/reduced,none,35,44,43
S0779,2026-01-28 08:12:58,female,group A,some college,standard,completed,72,79,82
S0780,2026-01-28 08:12:59,male,group E,associate's degree,standard,completed,94,85,82
S0781,2026-01-28 08:13:00,female,group D,associate's degree,free/reduced,none,46,56,57
S0782,2026-01-28 08:13:01,female,group B,master's degree,standard,none,77,90,84
S0783,2026-01-28 08:13:02,female,group B,high school,free/reduced,completed,76,85,82
S0784,2026-01-28 08:13:03,female,group C,associate's degree,standard,completed,52,59,62
S0785,2026-01-28 08:13:04,male,group C,bachelor's degree,standard,completed,91,81,79
S0786,2026-01-28 08:13:05,female,group B,some high school,standard,completed,32,51,44
S0787,2026-01-28 08:13:06,female,group E,some high school,free/reduced,none,72,79,77
S0788,2026-01-28 08:13:07,female,group B,some college,standard,none,19,38,32
S0789,2026-01-28 08:13:08,male,group C,associate's degree,free/reduced,none,68,65,61
S0790,2026-01-28 08:13:09,female,group C,master's degree,free/reduced,none,52,65,61
S0791,2026-01-28 08:13:10,female,group B,high school,standard,none,48,62,60
S0792,2026-01-28 08:13:11,female,group D,some college,free/reduced,none,60,66,70
S0793,2026-01-28 08:13:12,male,group D,high school,free/reduced,none,66,74,69
S0794,2026-01-28 08:13:13,male,group E,some high school,standard,completed,89,84,77
S0795,2026-01-28 08:13:14,female,group B,high school,standard,none,42,52,51
S0796,2026-01-28 08:13:15,female,group E,associate's degree,free/reduced,completed,57,68,73
S0797,2026-01-28 08:13:16,male,group D,high school,standard,none,70,70,70
S0798,2026-01-28 08:13:17,female,group E,associate's degree,free/reduced,none,70,84,81
S0799,2026-01-28 08:13:18,male,group E,some college,standard,none,69,60,54
S0800,2026-01-28 08:13:19,female,group C,associate's degree,standard,none,52,55,57
S0801,2026-01-28 08:13:20,male,group C,some high school,standard,completed,67,73,68
S0802,2026-01-28 08:13:21,male,group C,some high school,standard,completed,76,80,73
S0803,2026-01-28 08:13:22,female,group E,associate's degree,standard,none,87,94,95
S0804,2026-01-28 08:13:23,female,group B,some college,standard,none,82,85,87
S0805,2026-01-28 08:13:24,female,group C,some college,standard,none,73,76,78
S0806,2026-01-28 08:13:25,male,group A,some college,free/reduced,none,75,81,74
S0807,2026-01-28 08:13:26,female,group D,some college,free/reduced,none,64,74,75
S0808,2026-01-28 08:13:27,female,group E,high school,free/reduced,none,41,45,40
S0809,2026-01-28 08:13:28,male,group C,high school,standard,none,90,75,69
S0810,2026-01-28 08:13:29,male,group B,bachelor's degree,standard,none,59,54,51
S0811,2026-01-28 08:13:30,male,group A,some high school,standard,none,51,31,36
S0812,2026-01-28 08:13:31,male,group A,high school,free/reduced,none,45,47,49
S0813,2026-01-28 08:13:32,female,group C,master's degree,standard,completed,54,64,67
S0814,2026-01-28 08:13:33,male,group E,some high school,standard,completed,87,84,76
S0815,2026-01-28 08:13:34,female,group C,high school,standard,none,72,80,83
S0816,2026-01-28 08:13:35,male,group B,some high school,standard,completed,94,86,87
S0817,2026-01-28 08:13:36,female,group A,bachelor's degree,standard,none,45,59,64
S0818,2026-01-28 08:13:37,male,group D,bachelor's degree,free/reduced,completed,61,70,76
S0819,2026-01-28 08:13:38,female,group B,high school,free/reduced,none,60,72,68
S0820,2026-01-28 08:13:39,female,group C,some high school,standard,none,77,91,88
S0821,2026-01-28 08:13:40,female,group A,some high school,standard,completed,85,90,92
S0822,2026-01-28 08:13:41,female,group D,bachelor's degree,free/reduced,none,78,90,93
S0823,2026-01-28 08:13:42,male,group E,some college,free/reduced,completed,49,52,51
S0824,2026-01-28 08:13:43,female,group B,high school,free/reduced,none,71,87,82
S0825,2026-01-28 08:13:44,female,group C,some high school,free/reduced,none,48,58,52
S0826,2026-01-28 08:13:45,male,group C,high school,standard,none,62,67,58
S0827,2026-01-28 08:13:46,female,group C,associate's degree,free/reduced,completed,56,68,70
S0828,2026-01-28 08:13:47,female,group C,some high school,standard,none,65,69,76
S0829,2026-01-28 08:13:48,female,group D,some high school,free/reduced,completed,69,86,81
S0830,2026-01-28 08:13:49,male,group B,some high school,standard,none,68,54,53
S0831,2026-01-28 08:13:50,female,group A,some college,free/reduced,none,61,60,57
S0832,2026-01-28 08:13:51,female,group C,bachelor's degree,free/reduced,completed,74,86,89
S0833,2026-01-28 08:13:52,male,group A,bachelor's degree,standard,none,64,60,58
S0834,2026-01-28 08:13:53,female,group B,high school,standard,completed,77,82,89
S0835,2026-01-28 08:13:54,male,group B,some college,standard,none,58,50,45
S0836,2026-01-28 08:13:55,female,group C,high school,standard,completed,60,64,74
S0837,2026-01-28 08:13:56,male,group E,high school,standard,none,73,64,57
S0838,2026-01-28 08:13:57,female,group A,high school,standard,completed,75,82,79
S0839,2026-01-28 08:13:58,male,group B,associate's degree,free/reduced,completed,58,57,53
S0840,2026-01-28 08:13:59,female,group C,associate's degree,standard,none,66,77,73
S0841,2026-01-28 08:14:00,female,group D,high school,free/reduced,none,39,52,46
S0842,2026-01-28 08:14:01,male,group C,some high school,standard,none,64,58,51
S0843,2026-01-28 08:14:02,female,group B,high school,free/reduced,completed,23,44,36
S0844,2026-01-28 08:14:03,male,group B,some college,free/reduced,completed,74,77,76
S0845,2026-01-28 08:14:04,female,group D,some high school,free/reduced,completed,40,65,64
S0846,2026-01-28 08:14:05,male,group E,master's degree,standard,none,90,85,84
S0847,2026-01-28 08:14:06,male,group C,master's degree,standard,completed,91,85,85
S0848,2026-01-28 08:14:07,male,group D,high school,standard,none,64,54,50
S0849,2026-01-28 08:14:08,female,group C,high school,standard,none,59,72,68
S0850,2026-01-28 08:14:09,male,group D,associate's degree,standard,none,80,75,69
S0851,2026-01-28 08:14:10,male,group C,master's degree,standard,none,71,67,67
S0852,2026-01-28 08:14:11,female,group A,high school,standard,none,61,68,63
S0853,2026-01-28 08:14:12,female,group E,some college,standard,none,87,85,93
S0854,2026-01-28 08:14:13,male,group E,some high school,standard,none,82,67,61
S0855,2026-01-28 08:14:14,male,group C,some high school,standard,none,62,64,55
S0856,2026-01-28 08:14:15,female,group B,bachelor's degree,standard,none,97,97,96
S0857,2026-01-28 08:14:16,male,group B,some college,free/reduced,none,75,68,65
S0858,2026-01-28 08:14:17,female,group C,bachelor's degree,standard,none,65,79,81
S0859,2026-01-28 08:14:18,male,group B,high school,standard,completed,52,49,46
S0860,2026-01-28 08:14:19,male,group C,associate's degree,free/reduced,none,87,73,72
S0861,2026-01-28 08:14:20,female,group C,associate's degree,standard,none,53,62,53
S0862,2026-01-28 08:14:21,female,group E,master's degree,free/reduced,none,81,86,87
S0863,2026-01-28 08:14:22,male,group D,bachelor's degree,free/reduced,completed,39,42,38
S0864,2026-01-28 08:14:23,female,group C,some college,standard,completed,71,71,80
S0865,2026-01-28 08:14:24,male,group C,associate's degree,standard,none,97,93,91
S0866,2026-01-28 08:14:25,male,group D,some college,standard,completed,82,82,88
S0867,2026-01-28 08:14:26,male,group C,high school,free/reduced,none,59,53,52
S0868,2026-01-28 08:14:27,male,group B,associate's degree,standard,none,61,42,41
S0869,2026-01-28 08:14:28,male,group E,associate's degree,free/reduced,completed,78,74,72
S0870,2026-01-28 08:14:29,male,group C,associate's degree,free/reduced,none,49,51,51
S0871,2026-01-28 08:14:30,male,group B,high school,standard,none,59,58,47
S0872,2026-01-28 08:14:31,female,group C,some college,standard,completed,70,72,76
S0873,2026-01-28 08:14:32,male,group B,associate's degree,standard,completed,82,84,78
S0874,2026-01-28 08:14:33,male,group E,associate's degree,free/reduced,none,90,90,82
S0875,2026-01-28 08:14:34,female,group C,bachelor's degree,free/reduced,none,43,62,61
S0876,2026-01-28 08:14:35,male,group C,some college,free/reduced,none,80,64,66
S0877,2026-01-28 08:14:36,male,group D,some college,standard,none,81,82,84
S0878,2026-01-28 08:14:37,male,group C,some high school,standard,none,57,61,54
S0879,2026-01-28 08:14:38,female,group D,some high school,standard,none,59,72,80
S0880,2026-01-28 08:14:39,female,group D,associate's degree,standard,none,64,76,74
S0881,2026-01-28 08:14:40,male,group C,bachelor's degree,standard,completed,63,64,66
S0882,2026-01-28 08:14:41,female,group E,bachelor's degree,standard,completed,71,70,70
S0883,2026-01-28 08:14:42,female,group B,high school,free/reduced,none,64,73,71
S0884,2026-01-28 08:14:43,male,group D,bachelor's degree,free/reduced,none,55,46,44
S0885,2026-01-28 08:14:44,female,group E,associate's degree,standard,none,51,51,54
S0886,2026-01-28 08:14:45,female,group C,associate's degree,standard,completed,62,76,80
S0887,2026-01-28 08:14:46,female,group E,associate's degree,standard,completed,93,100,95
S0888,2026-01-28 08:14:47,male,group C,high school,free/reduced,none,54,72,59
S0889,2026-01-28 08:14:48,female,group D,some college,free/reduced,none,69,65,74
S0890,2026-01-28 08:14:49,male,group D,high school,free/reduced,none,44,51,48
S0891,2026-01-28 08:14:50,female,group E,some college,standard,completed,86,85,91
S0892,2026-01-28 08:14:51,female,group E,associate's degree,standard,none,85,92,85
S0893,2026-01-28 08:14:52,female,group A,master's degree,free/reduced,none,50,67,73
S0894,2026-01-28 08:14:53,male,group D,some high school,standard,completed,88,74,75
S0895,2026-01-28 08:14:54,female,group E,associate's degree,standard,none,59,62,69
S0896,2026-01-28 08:14:55,female,group E,some high school,free/reduced,none,32,34,38
S0897,2026-01-28 08:14:56,male,group B,high school,free/reduced,none,36,29,27
S0898,2026-01-28 08:14:57,female,group B,some high school,free/reduced,completed,63,78,79
S0899,2026-01-28 08:14:58,male,group D,associate's degree,standard,completed,67,54,63
S0900,2026-01-28 08:14:59,female,group D,some high school,standard,completed,65,78,82
S0901,2026-01-28 08:15:00,male,group D,master's degree,standard,none,85,84,89
S0902,2026-01-28 08:15:01,female,group C,master's degree,standard,none,73,78,74
S0903,2026-01-28 08:15:02,female,group A,high school,free/reduced,completed,34,48,41
S0904,2026-01-28 08:15:03,female,group D,bachelor's degree,free/reduced,completed,93,100,100
S0905,2026-01-28 08:15:04,female,group D,some high school,free/reduced,none,67,84,84
S0906,2026-01-28 08:15:05,male,group D,some college,standard,none,88,77,77
S0907,2026-01-28 08:15:06,male,group B,high school,standard,none,57,48,51
S0908,2026-01-28 08:15:07,female,group D,some college,standard,completed,79,84,91
S0909,2026-01-28 08:15:08,female,group C,bachelor's degree,free/reduced,none,67,75,72
S0910,2026-01-28 08:15:09,male,group E,bachelor's degree,standard,completed,70,64,70
S0911,2026-01-28 08:15:10,male,group D,bachelor's degree,free/reduced,none,50,42,48
S0912,2026-01-28 08:15:11,female,group A,some college,standard,none,69,84,82
S0913,2026-01-28 08:15:12,female,group C,bachelor's degree,standard,completed,52,61,66
S0914,2026-01-28 08:15:13,female,group C,bachelor's degree,free/reduced,completed,47,62,66
S0915,2026-01-28 08:15:14,female,group B,associate's degree,free/reduced,none,46,61,55
S0916,2026-01-28 08:15:15,female,group E,some college,standard,none,68,70,66
S0917,2026-01-28 08:15:16,male,group E,bachelor's degree,standard,completed,100,100,100
S0918,2026-01-28 08:15:17,female,group C,high school,standard,none,44,61,52
S0919,2026-01-28 08:15:18,female,group C,associate's degree,standard,completed,57,77,80
S0920,2026-01-28 08:15:19,male,group B,some college,standard,completed,91,96,91
S0921,2026-01-28 08:15:20,male,group D,high school,free/reduced,none,69,70,67
S0922,2026-01-28 08:15:21,female,group C,high school,free/reduced,none,35,53,46
S0923,2026-01-28 08:15:22,male,group D,high school,standard,none,72,66,66
S0924,2026-01-28 08:15:23,female,group B,associate's degree,free/reduced,none,54,65,65
S0925,2026-01-28 08:15:24,male,group D,high school,free/reduced,none,74,70,69
S0926,2026-01-28 08:15:25,male,group E,some high school,standard,completed,74,64,60
S0927,2026-01-28 08:15:26,male,group E,associate's degree,free/reduced,none,64,56,52
S0928,2026-01-28 08:15:27,female,group D,high school,free/reduced,completed,65,61,71
S0929,2026-01-28 08:15:28,male,group E,associate's degree,free/reduced,completed,46,43,44
S0930,2026-01-28 08:15:29,female,group C,some high school,free/reduced,none,48,56,51
S0931,2026-01-28 08:15:30,male,group C,some college,free/reduced,completed,67,74,70
S0932,2026-01-28 08:15:31,male,group D,some college,free/reduced,none,62,57,62
S0933,2026-01-28 08:15:32,male,group D,associate's degree,free/reduced,completed,61,71,73
S0934,2026-01-28 08:15:33,male,group C,bachelor's degree,free/reduced,completed,70,75,74
S0935,2026-01-28 08:15:34,male,group C,associate's degree,standard,completed,98,87,90
S0936,2026-01-28 08:15:35,male,group D,some college,free/reduced,none,70,63,58
S0937,2026-01-28 08:15:36,male,group A,associate's degree,standard,none,67,57,53
S0938,2026-01-28 08:15:37,female,group E,high school,free/reduced,none,57,58,57
S0939,2026-01-28 08:15:38,male,group D,some college,standard,completed,85,81,85
S0940,2026-01-28 08:15:39,male,group D,some high school,standard,completed,77,68,69
S0941,2026-01-28 08:15:40,male,group C,master's degree,free/reduced,completed,72,66,72
S0942,2026-01-28 08:15:41,female,group D,master's degree,standard,none,78,91,96
S0943,2026-01-28 08:15:42,male,group C,high school,standard,none,81,66,64
S0944,2026-01-28 08:15:43,male,group A,some high school,free/reduced,completed,61,62,61
S0945,2026-01-28 08:15:44,female,group B,high school,standard,none,58,68,61
S0946,2026-01-28 08:15:45,female,group C,associate's degree,standard,none,54,61,58
S0947,2026-01-28 08:15:46,male,group B,high school,standard,none,82,82,80
S0948,2026-01-28 08:15:47,female,group D,some college,free/reduced,none,49,58,60
S0949,2026-01-28 08:15:48,male,group B,some high school,free/reduced,completed,49,50,52
S0950,2026-01-28 08:15:49,female,group E,high school,free/reduced,completed,57,75,73
S0951,2026-01-28 08:15:50,male,group E,high school,standard,none,94,73,71
S0952,2026-01-28 08:15:51,female,group D,some college,standard,completed,75,77,83
S0953,2026-01-28 08:15:52,female,group E,some high school,free/reduced,none,74,74,72
S0954,2026-01-28 08:15:53,male,group C,high school,standard,completed,58,52,54
S0955,2026-01-28 08:15:54,female,group C,some college,standard,none,62,69,69
S0956,2026-01-28 08:15:55,male,group E,associate's degree,standard,none,72,57,62
S0957,2026-01-28 08:15:56,male,group C,some college,standard,none,84,87,81
S0958,2026-01-28 08:15:57,female,group D,master's degree,standard,none,92,100,100
S0959,2026-01-28 08:15:58,female,group D,high school,standard,none,45,63,59
S0960,2026-01-28 08:15:59,male,group C,high school,standard,none,75,81,71
S0961,2026-01-28 08:16:00,female,group A,some college,standard,none,56,58,64
S0962,2026-01-28 08:16:01,female,group D,some high school,free/reduced,none,48,54,53
S0963,2026-01-28 08:16:02,female,group E,associate's degree,standard,none,100,100,100
S0964,2026-01-28 08:16:03,female,group C,some high school,free/reduced,completed,65,76,75
S0965,2026-01-28 08:16:04,male,group D,some college,standard,none,72,57,58
S0966,2026-01-28 08:16:05,female,group D,some college,standard,none,62,70,72
S0967,2026-01-28 08:16:06,male,group A,some high school,standard,completed,66,68,64
S0968,2026-01-28 08:16:07,male,group C,some college,standard,none,63,63,60
S0969,2026-01-28 08:16:08,female,group E,associate's degree,standard,none,68,76,67
S0970,2026-01-28 08:16:09,female,group B,bachelor's degree,standard,none,75,84,80
S0971,2026-01-28 08:16:10,female,group D,bachelor's degree,standard,none,89,100,100
S0972,2026-01-28 08:16:11,male,group C,some high school,standard,completed,78,72,69
S0973,2026-01-28 08:16:12,female,group A,high school,free/reduced,completed,53,50,60
S0974,2026-01-28 08:16:13,female,group D,some college,free/reduced,none,49,65,61
S0975,2026-01-28 08:16:14,female,group A,some college,standard,none,54,63,67
S0976,2026-01-28 08:16:15,female,group C,some college,standard,completed,64,82,77
S0977,2026-01-28 08:16:16,male,group B,some college,free/reduced,completed,60,62,60
S0978,2026-01-28 08:16:17,male,group C,associate's degree,standard,none,62,65,58
S0979,2026-01-28 08:16:18,male,group D,high school,standard,completed,55,41,48
S0980,2026-01-28 08:16:19,female,group C,associate's degree,standard,none,91,95,94
S0981,2026-01-28 08:16:20,female,group B,high school,free/reduced,none,8,24,23
S0982,2026-01-28 08:16:21,male,group D,some high school,standard,none,81,78,78
S0983,2026-01-28 08:16:22,male,group B,some high school,standard,completed,79,85,86
S0984,2026-01-28 08:16:23,female,group A,some college,standard,completed,78,87,91
S0985,2026-01-28 08:16:24,female,group C,some high school,standard,none,74,75,82
S0986,2026-01-28 08:16:25,male,group A,high school,standard,none,57,51,54
S0987,2026-01-28 08:16:26,female,group C,associate's degree,standard,none,40,59,51
S0988,2026-01-28 08:16:27,male,group E,some high school,standard,completed,81,75,76
S0989,2026-01-28 08:16:28,female,group A,some high school,free/reduced,none,44,45,45
S0990,2026-01-28 08:16:29,female,group D,some college,free/reduced,completed,67,86,83
S0991,2026-01-28 08:16:30,male,group E,high school,free/reduced,completed,86,81,75
S0992,2026-01-28 08:16:31,female,group B,some high school,standard,completed,65,82,78
S0993,2026-01-28 08:16:32,female,group D,associate's degree,free/reduced,none,55,76,76
S0994,2026-01-28 08:16:33,female,group D,bachelor's degree,free/reduced,none,62,72,74
S0995,2026-01-28 08:16:34,male,group A,high school,standard,none,63,63,62
S0996,2026-01-28 08:16:35,female,group E,master's degree,standard,completed,88,99,95
S0997,2026-01-28 08:16:36,male,group C,high school,free/reduced,none,62,55,55
S0998,2026-01-28 08:16:37,female,group C,high school,free/reduced,completed,59,71,65
S0999,2026-01-28 08:16:38,female,group D,some college,standard,completed,68,78,77
S1000,2026-01-28 08:16:39,female,group D,some college,free/reduced,none,77,86,86
